Site;Monument Description;Height of Monument (m);Monument Foundation;Foundation Depth (m);Geologic Characteristic;Sta;Lat(deg);Long(deg);Hgt(m);X(m);Y(m);Z(m);Dtbeg;Dtend;Dtmod;NumSol;StaOrigName
CHB6;STEEL TOWER;:;:;;;CHB6;45.6537;275.5342;144.869;430699.7104;-4445211.6734;4538529.7022;1996-05-09;2020-06-30;2022-05-11;5658.0;
CHCN;BEDROCK-BOLTED MAST;:;:;;;CHCN;44.6477;247.2834;2293.834;-1755864.0346;-4194104.9119;4461192.7247;2011-09-22;2016-08-11;2022-05-11;1726.0;
CHEM;BLDING MOUNT 2 STEEL PIPE W/SCIGN MOUNT;:  ODOT MAINTENANCE BUILDING CONC BLOCK ME:                      :;;;;CHEM;43.2244;238.2142;1439.969;-2452510.7392;-3957679.6195;4346683.8578;2009-01-20;2022-08-09;2022-08-19;4330.0;
CHES;STEEL MAST;:  ROOF;:;;;CHES;39.9517;284.3997;108.24;1217618.3812;-4742421.957;4073941.371;2009-02-04;2016-02-13;2022-05-11;2488.0;
CHIA;Steel Pin in Rock;:  UNKNOWN;:;;;CHIA;37.8382;241.793;1982.909;-2384575.4911;-4445915.844;3892490.2914;2005-11-09;2020-09-05;2022-05-11;322.0;
CHIH;PILLAR;(1.5;CONCRETE BLOCK, ROOF;:;;CHIH;28.6622;253.9133;1413.19;-1552307.9147;-5382771.9635;3041779.7377;2010-08-12;2016-01-13;2022-05-11;1637.0;CHI3
CHIL;rock-pin/metal-tripod;:;: BEDROCK;;;CHIL;34.3334;241.974;1567.505;-2478003.2859;-4655349.0647;3577932.2746;1994-09-03;2022-09-24;2022-10-01;9477.0;
CHIN;STEEL MAST;:;:;;;CHIN;24.5505;278.1929;-15.084;827227.1863;-5745622.007;2633858.1404;2008-11-28;2022-09-24;2022-10-01;2506.0;
CHIR;Steel Pin in Rock;:  UNKNOWN;:;;;CHIR;32.0057;250.6336;1614.175;-1795691.4022;-5108691.2512;3361821.2033;2010-08-20;2019-03-08;2022-05-11;2851.0;
CHL1;STEEL TOWER;:;:;;;CHL1;38.7768;284.9123;-13.391;1281265.7608;-4811189.1135;3973020.9745;1995-07-12;2002-01-15;2022-05-11;2235.0;
CHL2;STEEL TOWER;:;:;;;CHL2;38.7769;284.9127;-8.199;1281301.7507;-4811178.4803;3973030.5245;1996-05-22;2000-09-12;2022-05-11;127.0;
CHLL;DEEP FOUNDATION MAST;:;:;;;CHLL;40.4466;255.3621;1407.178;-1228612.1847;-4703955.9062;4116758.581;2013-12-19;2020-10-03;2022-05-11;2196.0;
CHLO;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;CHLO;36.7465;243.2345;864.224;-2304646.7656;-4569254.4401;3795405.623;1999-08-04;2011-04-12;2022-05-11;4042.0;
CHME;CANTILEVERED METAL PIPE;:  ROOF;:;;;CHME;35.2767;279.1109;225.321;825452.4619;-5147175.9739;3663097.6448;2002-02-12;2012-02-09;2022-05-11;3149.0;
CHMS;Wyatt/Agnew drilled-braced;:;:;;;CHMS;34.6405;242.1723;760.296;-2452561.5918;-4646250.5969;3605554.6898;1999-09-02;2022-09-24;2022-10-01;8253.0;
CHNA;Steel Pin in Rock;:  UNKNOWN;:;;;CHNA;39.7203;242.9381;1887.508;-2235665.8526;-4376048.6948;4055355.0526;2006-10-26;2018-11-27;2022-05-11;457.0;
CHO5;STEEL TOWER;:;:;;;CHO5;39.4326;238.335;16.647;-2589570.159;-4198612.081;4029540.5053;1999-07-16;2016-08-04;2022-05-11;5981.0;
CHO6;STEEL TOWER;:;:;;;CHO6;39.4329;238.3351;17.214;-2589555.6958;-4198601.4745;4029561.6079;1999-09-29;2016-08-04;2022-05-11;4786.0;
CHOW;pillar;:;:;;;CHOW;37.0849;239.7895;46.661;-2563371.0121;-4402454.9512;3824937.5371;2010-10-17;2022-09-24;2022-10-01;3804.0;
CHR1;CONCRETE WATCH TOWER;:  ROOF;:;;;CHR1;36.9271;283.9936;-26.621;1234421.5317;-4953339.5654;3810911.206;1995-12-09;1999-06-18;2022-05-11;1210.0;
CHR2;CONCRETE WATCH TOWER;:  ROOF;:;;;CHR2;36.927;283.9931;-27.038;1234379.6826;-4953355.0;3810904.0489;1996-05-09;1999-03-03;2022-05-11;25.0;
CHSN;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;CHSN;43.1899;275.8772;165.115;476931.0342;-4633179.9927;4343017.6226;2004-08-07;2022-09-24;2022-10-01;6374.0;
CHSR;STEEL MAST;6.10;CONCRETE BLOCK;1.00;GRAVEL;CHSR;44.6;295.6786;79.703;1971168.1192;-4099709.8439;4455862.9523;2015-02-04;2022-09-24;2022-10-01;2777.0;
CHT1;:;:                      :;;;;CHT1;41.6712;290.05;-10.484;1635806.1785;-4482177.3955;4218387.5645;1995-06-27;2002-06-10;2022-05-11;2461.0;
CHT2;:;:                      :;;;;CHT2;41.6711;290.0503;-10.307;1635832.2615;-4482175.4267;4218379.8613;1996-05-21;2002-06-10;2022-05-11;80.0;
CHZZ;BUILDING ROOF;:  UNKNOWN;:;;;CHZZ;45.4865;236.0219;50.733;-2503336.4834;-3714407.3693;4525454.7907;1999-10-13;2022-09-24;2022-10-01;7889.0;
CIC1;CONCRETE BLOCK;0.35;CONCRETE BLOCK over bedrock;0.30;BEDROCK;CIC1;31.8707;243.3342;64.338;-2433177.0246;-4845044.9619;3348295.8189;1999-03-27;2009-12-13;2022-05-11;3440.0;
CICE;rock-pin;:;:;;;CICE;31.8713;243.3326;87.654;-2433307.5345;-4844963.1899;3348363.3015;1995-03-26;1999-02-08;2022-05-11;1297.0;
CIEZ;:;:                      :;;;;CIEZ;38.2332;358.6191;328.399;5015255.3898;-120893.8986;3926008.7534;2012-10-17;2022-09-17;2022-09-26;2824.0;
CIHL;SHALLOW FOUNDATION MAST;:;: VOLCANIC CINDER CONE;;;CIHL;43.7509;238.8513;1945.546;-2387708.643;-3950556.5207;4389486.2886;2011-09-13;2022-09-24;2022-10-01;3653.0;
CINN;Steel Pin in Rock;:  UNKNOWN;:;;;CINN;39.8053;241.1152;1288.991;-2370599.5767;-4297027.4887;4062228.1876;2004-01-30;2020-11-17;2022-05-11;864.0;
CIRX;Wyatt/Agnew drilled-braced;:;: Bedrock;;;CIRX;34.1096;241.0627;488.212;-2558057.3545;-4626792.2042;3556788.2975;2000-10-19;2022-09-24;2022-10-01;7920.0;
CIT1;wall;:  ROOF;:;;;CIT1;34.1367;241.8727;215.354;-2491490.2247;-4660803.2616;3559128.9902;1994-09-01;2022-09-24;2022-10-01;9833.0;
CJMG;SHALLOW FOUNDATION MAST;:;:;;;CJMG;34.2712;242.5755;1584.414;-2430790.7766;-4684574.198;3572238.1851;2012-11-20;2020-11-20;2022-05-11;2897.0;
CJMS;Wyatt/Agnew drilled-braced;:;: BEDROCK;;;CJMS;34.3138;242.5206;933.354;-2433802.6309;-4679402.274;3575776.5559;1999-03-11;2022-09-24;2022-10-01;8417.0;
CJTR;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;CJTR;34.8217;267.727;125.995;-207899.9693;-5237726.4967;3621717.6103;1999-09-15;2022-09-24;2022-10-01;7807.0;
CJVG;SHALLOW FOUNDATION MAST;:;:;;;CJVG;34.5303;241.8558;1304.846;-2481675.5757;-4639142.4275;3595803.0714;2014-04-11;2022-09-24;2022-10-01;3006.0;
CLAR;shallow rod/braced antenna mount;:;: Coarse Alluvium;;;CLAR;34.1099;242.2912;373.623;-2458218.4323;-4680467.477;3556758.4842;1995-04-19;2022-08-27;2022-09-03;9840.0;
CLAY;:;:                      :;;;;CLAY;45.329;267.8156;342.4;-171215.2816;-4488637.7261;4513373.0619;2013-03-07;2022-09-24;2022-10-01;3460.0;
CLBD;SHALLOW-DRILLED BRACED;:;:;;;CLBD;33.1354;242.689;20.582;-2452987.8793;-4750343.934;3466552.8866;2011-07-23;2022-09-24;2022-10-01;4072.0;
CLCV;PERMANENT STATION UNSPECIFIED;:;: VOLCANIC ROCK;;;CLCV;42.976;237.9106;1873.817;-2483630.7416;-3960875.3034;4326828.7849;2010-08-25;2022-09-24;2022-10-01;4090.0;
CLDA;STEEL MAST;9.00;CONCRETE BLOCK;1.00;PIT RUN GRAVEL;CLDA;44.373;294.9669;90.646;1927559.3038;-4139906.5418;4437876.3024;2015-01-13;2022-09-24;2022-10-01;2798.0;
CLFT;BEDROCK-BOLTED MAST;:;:;;;CLFT;35.3733;271.9993;98.218;181649.1074;-5203469.8433;3671774.7313;2021-03-01;2022-09-17;2022-09-26;504.0;SCCF
CLHQ;BUILDING WALL;:;: On south end of building;;;CLHQ;42.8959;237.864;1952.469;-2490108.4007;-3964038.3136;4320363.9176;2009-10-13;2022-09-24;2022-10-01;3577.0;
CLIF;Steel Pin in Rock;:  UNKNOWN;:;;;CLIF;32.846;250.5831;1192.134;-1783459.8514;-5059632.8348;3440272.7485;2010-08-20;2019-03-05;2022-05-11;2850.0;
CLIO;Steel Pin in Rock;:  UNKNOWN;:;;;CLIO;39.7675;239.4506;1486.381;-2495863.065;-4228795.3839;4059129.7254;2007-07-20;2017-09-28;2022-05-11;291.0;
CLK5;:;:                      :;;;;CLK5;44.9356;262.0393;415.245;-626398.5115;-4479354.9231;4482579.8111;1999-07-16;2015-12-05;2022-05-11;5608.0;
CLK6;:;:                      :;;;;CLK6;44.9354;262.0393;415.305;-626402.1287;-4479373.9239;4482560.5338;2014-06-14;2015-11-27;2022-05-11;460.0;
CLMS;BUILDING WALL;:;: Summit of Mount Scott;;;CLMS;42.9229;237.9837;2705.286;-2481028.4503;-3967963.4946;4323078.8801;2009-08-13;2022-09-24;2022-10-01;2904.0;
CLOV;DEEP-DRILLED BRACED;:;:;;;CLOV;40.5584;245.1258;2084.911;-2041810.8529;-4403898.7699;4126643.3436;2006-11-17;2021-07-20;2022-05-11;5200.0;
CLRE;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66               :;;CLRE;42.7239;277.4043;154.42;604777.8252;-4653800.8176;4305122.0504;2003-04-10;2022-09-24;2022-10-01;6844.0;
CLWD;Pillar/Aluminium;4.0;Concrete pad;N/A                :;;CLWD;44.5084;279.7799;144.782;773924.7204;-4489944.2755;4448656.4437;2017-11-04;2022-09-24;2022-10-01;1699.0;
CLWZ;BUILDING WALL;:;: Cinder Cone Island in Crater Lake;;;CLWZ;42.9343;237.8508;1869.837;-2489441.601;-3960956.5445;4323430.7115;2009-08-07;2022-09-24;2022-10-01;3319.0;
CMBB;CONCRETE PILLAR;:;: BEDROCK;;;CMBB;38.0342;239.614;695.713;-2544616.8977;-4339616.671;3908861.2126;1994-01-11;2022-09-24;2022-10-01;9913.0;
CME5;:;:                      :;;;;CME5;40.4418;235.6037;305.73;-2746197.3428;-4011270.5458;4115639.5657;1996-04-10;2019-09-03;2022-05-11;7995.0;
CME6;:;:                      :;;;;CME6;40.4414;235.6037;304.072;-2746211.2568;-4011291.5919;4115607.4124;1996-05-21;2019-09-03;2022-05-11;5418.0;
CMFB;BUILDING WALL;:;:;;;CMFB;29.6814;264.2712;8.153;-553584.4906;-5518140.4621;3139740.1138;2014-05-29;2022-09-24;2022-10-01;3006.0;
CMOD;STEEL MAST;:  ROOF;:;;;CMOD;37.6413;239.0;28.116;-2604474.7854;-4334577.9536;3874014.6437;2004-05-03;2022-09-24;2022-10-01;5709.0;
CMP9;glued-rod;:  CONCRETE BLOCK;:;;;CMP9;34.3532;241.5886;1138.06;-2508506.0381;-4637174.963;3579499.9173;1995-06-23;2022-09-24;2022-10-01;9442.0;
CN13;SHORT-DRILLED BRACED;:;:;;;CN13;24.0652;285.4662;-34.611;1553880.2984;-5615968.0742;2584863.3192;2014-01-28;2022-09-24;2022-10-01;3115.0;
CN15;SHALLOW-DRILLED BRACED;:;:;;;CN15;26.5567;281.3069;-27.528;1119331.0131;-5598187.4418;2834348.898;2011-06-22;2022-09-24;2022-10-01;2729.0;
CN26;SHORT-DRILLED BRACED;:;:;;;CN26;22.383;270.3176;-12.197;32708.5248;-5900364.9312;2413676.9777;2016-12-05;2018-03-01;2022-05-11;451.0;
CNAR;STEEL MAST;:  ROOF;:;;;CNAR;43.1658;353.4587;479.414;4629385.9636;-530836.2859;4341282.9745;2010-02-16;2022-09-24;2022-10-01;4295.0;
CNC1;STEEL MAST;2.7;REINFORCED CONCRETE;3.1                :;;CNC1;40.0771;251.2104;1650.8;-1574541.9176;-4627946.4588;4085603.2923;2009-08-02;2022-09-24;2022-10-01;4759.0;
CNDN;SHALLOW FOUNDATION MAST;:;:;;;CNDN;44.6783;247.3207;1839.205;-1752081.9182;-4192747.3313;4463289.9137;2011-11-12;2016-07-10;2022-05-11;1701.0;
CNDR;:;:                      :;;;;CNDR;37.8964;238.7215;-20.744;-2616491.9205;-4307013.8999;3896363.8489;1999-04-16;2006-03-02;2022-05-11;1944.0;
CNPP;Wyatt/Agnew drilled-braced;:;: Bedrock;;;CNPP;33.8576;242.3911;300.311;-2457276.2035;-4698554.2782;3533511.0773;2000-02-19;2022-09-24;2022-10-01;7926.0;
CNSO;STEEL MAST;8.00;CONCRETE BLOCK;1.00;PIT RUN GRAVEL;CNSO;45.3324;298.9711;23.791;2175496.8407;-3929371.2255;4513413.4797;2015-07-28;2022-09-24;2022-10-01;2611.0;
CNWM;:;:;SOIL;;;CNWM;37.5228;267.2965;357.742;-238909.2674;-5059507.8273;3863792.2496;1999-03-18;2008-09-18;2022-05-11;2547.0;
CNYN;PERMANENT STATION UNSPECIFIED;:;:;;;CNYN;44.7326;249.499;2390.849;-1590104.5133;-4252697.7947;4467972.2901;2018-10-04;2020-08-18;2022-05-11;166.0;
COAG;SHALLOW FOUNDATION MAST;:;:;;;COAG;32.8635;244.8767;3.653;-2276837.0778;-4855375.2902;3441251.4289;2015-01-29;2022-09-24;2022-10-01;2645.0;
COAL;Steel Pin in Rock;:  UNKNOWN;:;;;COAL;40.2502;241.6539;1410.496;-2315051.4948;-4291240.3057;4100139.7542;2004-10-07;2021-08-11;2022-05-11;665.0;
COBA;PILLAR;0.5;CONCRETE BLOCK;0.5;CONGLOMERATE;COBA;37.9156;355.2789;202.074;5021255.8864;-414684.8091;3898182.425;2004-04-14;2022-09-17;2022-09-26;6398.0;
COBK;ALUMINUM MAST - 3 INCH;6.8;CONCRETE;0.5                :;;COBK;39.5297;253.9523;2814.779;-1362360.9079;-4736234.0058;4039637.9741;2017-01-20;2022-09-24;2022-10-01;2044.0;
COCD;STEEL PIPE;:  ROOF;:;;;COCD;29.2549;269.3385;-16.168;-64295.031;-5568700.8864;3098573.0289;2001-05-29;2003-06-13;2022-05-11;647.0;
COF1;:;:                      :;;;;COF1;39.605;240.7594;1251.989;-2404167.4969;-4294596.5733;4045091.8097;2007-10-17;2022-09-24;2022-10-01;4993.0;
COFC;ROOF MAST;11.5;CONCRETE BLOCK WALL;7.9;BEDROCK;COFC;40.5934;254.8396;1595.19;-1268728.0001;-4682467.5907;4129276.4017;2009-04-10;2022-09-24;2022-10-01;4701.0;
COGA;:;:                      :;;;;COGA;33.5449;277.866;-29.376;728258.7126;-5271227.9672;3504465.9767;2000-07-24;2003-09-30;2022-05-11;1034.0;
COH1;CONCRETE PILLAR;2;CONCRETE;: CONGLOMERATE;;COH1;29.6703;264.4574;-6.267;-535707.4673;-5520500.0437;3138671.0327;2009-01-06;2017-09-20;2022-05-11;2735.0;
COH2;CONCRETE PILLAR;2;CONCRETE;: CONGLOMERATE;;COH2;29.6285;264.5884;-11.469;-523299.5037;-5523988.1919;3134641.1482;2009-01-01;2022-09-21;2022-10-01;4427.0;
COH4;CONCRETE PILLAR;2;CONCRETE;: CONGLOMERATE;;COH4;29.7832;264.7848;-18.624;-503584.9088;-5517284.5717;3149526.0714;2009-01-01;2011-09-10;2022-05-11;740.0;
COH6;Concrete PILLAR;2;CONCRETE;: CONGLOMERATE;;COH6;30.0397;264.8152;-10.25;-499380.1446;-5503433.5167;3174182.786;2009-01-01;2015-06-30;2022-05-11;2085.0;
COKG;SHALLOW FOUNDATION MAST;:;:;;;COKG;32.8505;244.2715;-46.917;-2328311.0973;-4831720.8784;3440017.4401;2013-04-04;2022-07-31;2022-08-14;3009.0;
COKO;:;:                      :;;;;COKO;28.5117;279.2059;-2.819;897325.2487;-5536626.4649;3026456.7344;2004-02-19;2009-12-05;2022-05-11;1848.0;
COL9;:;:                      :;;;;COL9;44.7699;266.1867;278.591;-301657.2616;-4525795.2447;4469423.3628;2014-08-13;2022-09-17;2022-09-26;2802.0;COL2
COLA;GUYED STEEL MAST;12;Poured Concrete Block re-enforced with;1.5;CLAY;COLA;34.081;278.8783;81.649;816177.9104;-5224934.1254;3553937.0056;1998-09-01;2022-09-24;2022-10-01;8229.0;
COLB;PILLAR;2.43;Concrete;3.05               :;;COLB;39.9598;276.9542;185.242;592756.4286;-4859703.371;4074680.9473;2001-12-14;2022-09-24;2022-10-01;7118.0;
COLD;Steel Pin in Rock;:  UNKNOWN;:;;;COLD;39.411;242.1491;1690.819;-2305864.031;-4364062.9748;4028745.4905;2004-08-26;2021-02-27;2022-05-11;601.0;
COLU;Steel Pin in Rock;:  UNKNOWN;:;;;COLU;38.0888;241.946;1468.34;-2364454.2791;-4436804.4396;3914110.3322;2005-11-16;2022-06-28;2022-07-08;821.0;
COMP;:;:                      :;;;;COMP;41.5001;288.8473;-7.204;1545445.4905;-4527460.2958;4204178.8324;2010-11-27;2021-12-31;2022-09-24;2044.0;
COND;BLDING MOUNT 2 STEEL PIPE W/SCIGN MOUNT;:  ODOT MAINTENANCE BUILDING;:;;;COND;45.2379;239.8186;865.41;-2262057.1472;-3889510.4176;4506619.5739;2011-12-05;2022-09-24;2022-10-01;3737.0;
CONO;:;:                      :;;;;CONO;35.7026;278.7664;268.222;790310.0855;-5124962.7392;3701605.0838;2001-10-01;2012-10-16;2022-05-11;3499.0;
CONW;Steel Pin in Rock;:  UNKNOWN;:;;;CONW;38.1248;240.8277;2477.758;-2449783.0376;-4388346.3808;3917883.8926;2005-09-22;2021-07-12;2022-05-11;453.0;
COON;DEEP-DRILLED BRACED;:  UNKNOWN;:;;;COON;40.6526;247.879;1609.993;-1825218.8348;-4490247.4721;4134278.8425;1996-07-14;2022-09-20;2022-10-01;9037.0;
COPP;Steel Pin in Rock;:  UNKNOWN;:;;;COPP;39.915;241.8031;1280.637;-2315144.686;-4318292.0381;4071575.2945;2004-02-04;2021-08-12;2022-05-11;765.0;
COPR;Wyatt/Agnew drilled-braced;:;: Sediments;;;COPR;34.4149;240.1205;-22.84;-2624085.04;-4567199.8338;3584495.7994;2001-06-29;2022-09-24;2022-10-01;7728.0;
CORB;CONCRETE PILLAR;:  CONCRETE CYLINDER;:;;;CORB;38.2022;282.6265;35.942;1097041.3511;-4897238.4382;3923126.2493;2001-02-17;2022-09-24;2022-10-01;6845.0;
CORI;STEEL MAST;5;WALL;:;;CORI;39.9816;353.4804;298.434;4862596.4408;-555711.2487;4076614.0954;2010-04-01;2022-09-17;2022-09-26;4387.0;
CORV;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;CORV;44.5855;236.6954;105.604;-2498423.2911;-3802819.9289;4454736.7421;1996-02-18;2022-09-24;2022-10-01;8894.0;
CORX;SHORT-DRILLED BRACED;:;: BEDROCK;;;CORX;32.4154;242.7518;74.322;-2467591.8151;-4791499.5117;3399444.1504;2000-11-16;2022-06-14;2022-07-08;2884.0;
CORZ;Forced centering device on top of an inox ma;:  CONCRETE SLAB;:;;;CORZ;43.1824;359.7602;324.034;4658308.7225;-19495.5769;4342517.8892;2012-01-25;2022-09-24;2022-10-01;3787.0;
COS2;:;:                      :;;;;COS2;33.8992;275.4738;303.508;505546.181;-5275585.9818;3537342.6511;2009-01-01;2009-04-15;2022-05-11;67.0;COSG
COSA;CONCRETE PARAPET;:  ROOF;:;;;COSA;33.5687;248.1178;391.611;-1982827.1771;-4936877.8715;3506904.7224;1999-07-02;2014-05-27;2022-05-11;5198.0;
COSJ;Steel Pin in Rock;:  UNKNOWN;:;;;COSJ;36.0634;242.119;1176.023;-2414322.1116;-4563512.2795;3734576.3254;2005-08-05;2020-09-14;2022-05-11;711.0;
COSL;Steel Mast;7.5;Concrete Pillar;4.0                :;;COSL;40.62;256.7737;1189.566;-1109456.6189;-4720449.1506;4131255.2614;2016-11-11;2022-09-24;2022-10-01;2080.0;
COSO;rock-pin;:;:;;;COSO;35.9823;242.1911;1455.441;-2411148.286;-4571430.5167;3727461.5779;1995-08-17;2022-09-24;2022-10-01;8085.0;
COT1;PITCHFORK METAL PIPE;:  ROOF;:;;;COT1;32.2245;249.0281;733.17;-1933230.3904;-5043635.2565;3381904.1582;1999-12-15;2022-09-24;2022-10-01;7392.0;
COT2;STEEL MAST;:  ROOF;:;;;COT2;32.2375;249.1691;758.864;-1920551.138;-5047675.7749;3383140.0275;2003-06-05;2022-09-24;2022-10-01;6401.0;
COTD;Wyatt/Agnew drilled-braced;:;: SAND;;;COTD;33.7325;243.6131;27.78;-2359842.7292;-4756605.4687;3521823.595;1999-10-15;2022-09-24;2022-10-01;6890.0;
COTM;BUILDING WALL;:;:;;;COTM;29.3938;265.0018;-18.541;-484544.9483;-5540379.6291;3111998.6749;2015-02-04;2022-09-24;2022-10-01;2531.0;
COTT;Steel Pin in Rock;:  UNKNOWN;:;;;COTT;41.5907;240.6582;1853.305;-2341644.5653;-4165633.7099;4212943.0562;2011-08-25;2021-08-26;2022-05-11;599.0;
COUT;INOX TRIANGULAR PLATE ON TOP OF AN INOX MAST;:  CONCRETE WALL;:;;;COUT;45.0411;359.8824;81.758;4514412.0824;-9266.0753;4490631.007;2007-09-19;2022-09-24;2022-10-01;5374.0;
COVE;Steel Pin in Rock;:  UNKNOWN;:;;;COVE;38.6235;247.1562;1687.362;-1937545.6682;-4599389.9989;3960806.2705;2010-07-28;2020-09-29;2022-05-11;1666.0;
COVG;STEEL MAST;:  ROOF;:;;;COVG;30.4759;269.9045;-5.925;-9174.0716;-5501675.3763;3215950.5093;2004-07-17;2022-09-24;2022-10-01;6574.0;
COVX;:;:                      :;;;;COVX;36.9046;284.2873;-1.093;1260167.6609;-4948417.3249;3808934.8333;2002-03-29;2016-11-16;2022-05-11;4223.0;
COWT;Steel Pin in Rock;:  UNKNOWN;:;;;COWT;37.91;241.2069;2206.183;-2427659.8876;-4417152.6719;3898922.0854;2005-09-22;2016-07-10;2022-05-11;380.0;
CPAC;PILLAR;1.52;POURED CONCRETE CYLINDER;3.66;CLAY;CPAC;43.0105;277.0657;217.875;574606.5295;-4635840.4771;4328504.9095;2005-03-09;2022-09-24;2022-10-01;6009.0;
CPBN;Wyatt/Agnew drilled-braced;:;: Bedrock;;;CPBN;35.0717;242.427;835.827;-2419255.1594;-4632919.9383;3644863.3782;2000-12-21;2022-09-24;2022-10-01;6897.0;
CPCO;SHALLOW FOUNDATION MAST;:;: Volcanic Cinder Cone;;;CPCO;43.7221;238.7668;2117.949;-2394742.7005;-3949031.0514;4387292.2864;2011-08-18;2022-09-24;2022-10-01;2443.0;
CRAM;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;CRAM;37.0812;243.1816;1480.165;-2299016.6989;-4547649.0847;3825483.0099;2005-09-15;2019-09-22;2022-05-11;4446.0;
CRAT;PERMANENT STATION UNSPECIFIED;:  UNKNOWN;:;;;CRAT;36.8077;243.4307;972.519;-2287201.7098;-4573564.8231;3800907.9823;1999-03-23;2010-01-24;2022-05-11;3791.0;
CRBG;SHALLOW-DRILLED BRACED;:;:;;;CRBG;43.8303;247.3647;1532.97;-1774088.9259;-4254594.9242;4395570.1392;2008-01-25;2020-04-07;2022-05-11;4011.0;
CRBT;Wyatt/Agnew drilled-braced;:;: Bedrock;;;CRBT;35.7916;239.2492;205.434;-2648414.7625;-4451451.6872;3709580.8639;2001-09-13;2022-09-24;2022-10-01;7594.0;
CRCN;pillar;:;:;;;CRCN;36.114;240.432;28.64;-2545534.5352;-4486777.8753;3738433.5159;2010-09-27;2022-09-24;2022-10-01;4116.0;
CRDB;PILLAR/STEEL MAST;0;:                      :;;;CRDB;37.8774;355.2122;195.998;5023360.4372;-420748.9714;3894832.3385;2006-02-22;2019-08-26;2022-05-11;4799.0;
CRFP;glued-rod;:;:;;;CRFP;34.0391;242.9003;688.825;-2410446.7005;-4710490.4662;3550422.4656;1994-06-14;2022-09-24;2022-10-01;9570.0;
CRGG;SHALLOW FOUNDATION MAST;:;:;;;CRGG;35.2421;240.2752;1173.058;-2586241.993;-4529603.91;3660512.1814;2014-08-02;2022-09-24;2022-10-01;2970.0;
CRHS;Wyatt/Agnew drilled-braced;:;: SEDIMENTS, FINE ALLUVIAL;;;CRHS;33.8235;241.7272;-23.524;-2512420.0867;-4671388.5278;3530186.4908;1999-05-25;2020-11-08;2022-05-11;7487.0;
CRLT;:;:                      :;;;;CRLT;26.9166;278.002;-14.523;792243.7137;-5635647.1204;2869976.6508;2002-12-07;2004-07-17;2022-05-11;473.0;
CRNA;BASE ANCHORED TO ROOF;1.0;ROOF;:;;CRNA;41.3363;358.7785;649.443;4795404.4415;-102253.5429;4190965.9056;2010-10-30;2019-12-31;2022-05-11;2615.0;
CRND;Steel Pin in Rock;:  UNKNOWN;:;;;CRND;31.3479;249.7428;1623.292;-1888158.8066;-5116108.2251;3299738.1176;2010-08-19;2019-03-08;2022-05-11;3007.0;
CRNH;STEEL MAST;:;:;;;CRNH;39.407;350.8646;123.324;4872266.9833;-783499.4434;4027410.4674;2015-02-14;2022-06-01;2022-06-17;2627.0;
CRPL;Steel Pin in Rock;:  UNKNOWN;:;;;CRPL;38.7344;242.4965;2248.756;-2301433.1765;-4420353.4872;3970765.5377;2006-09-08;2020-12-04;2022-05-11;371.0;
CRPO;STEEL MAST;1.5;CONCRETE BLOCK ON ROOF;0.5                :;;CRPO;41.214;354.8903;827.91;4786491.7979;-428003.6622;4180874.7131;2017-07-27;2022-09-17;2022-09-26;1843.0;
CRRS;Wyatt/Agnew drilled-braced;:;: SEDIMENTS, LACUSTRINE;;;CRRS;33.0698;244.265;-81.906;-2323104.5156;-4819509.4367;3460404.3863;1999-01-14;2022-09-24;2022-10-01;8593.0;
CRST;STEEL MAST;:;:;;;CRST;30.7261;273.4938;32.566;334419.9486;-5477398.708;3239841.4244;2005-07-26;2022-09-20;2022-10-01;5428.0;
CRTG;:;:                      :;;;;CRTG;37.6062;359.0046;65.384;5058507.4137;-87892.8163;3870950.5209;2006-09-21;2014-06-29;2022-05-11;1762.0;
CRTR;Steel Pin in Rock;:  UNKNOWN;:;;;CRTR;35.3558;248.6919;1659.695;-1892878.5402;-4852946.1272;3671093.388;2011-03-13;2011-04-10;2022-05-11;29.0;
CRU1;SHALLOW DRILLED-BRACED;:;:;;;CRU1;34.0293;240.2152;702.183;-2628780.9779;-4592933.266;3549529.7295;2000-06-10;2022-09-24;2022-10-01;8107.0;
CRVC;:;:                      :;;;;CRVC;38.1146;358.1314;738.807;5022497.8102;-163861.5127;3915914.6702;2006-09-22;2021-12-20;2022-05-11;4646.0;
CRYS;Steel Pin in Rock;:  UNKNOWN;:;;;CRYS;39.2491;239.9903;2098.144;-2474477.4342;-4284239.2523;4015102.0116;2005-10-14;2022-09-24;2022-10-01;1860.0;
CSAL;STEEL TRIPOD;:  ROOF;:;;;CSAL;33.592;268.1852;65.644;-168430.253;-5315818.4507;3508874.0727;2007-01-01;2012-04-03;2022-05-11;1540.0;
CSCI;Wyatt/Agnew drilled-braced;:;: Bedrock;;;CSCI;34.1684;240.961;70.849;-2564318.6761;-4618739.9337;3561957.3054;2000-12-09;2022-09-24;2022-10-01;7879.0;
